data,Battery,Camera,Performance,Display,Design,Packaging,Price,Shop_Service,Shipping,General,Others
"Nhận hàng xong là đem ra test thử cho nóng liền 😂 máy móc nguyên zin, tốt mọi chức năng, không lỗi lầm gì máy sử dụng mượt, thiết kế đẹp, phù hợp với mọi lứa tuổi luôn, pin trâu bò chơi game xem phim liên tục được tầm 7 - 8 tiếng, còn để không nghe gọi chắc cả tháng 😂 túm lại là cửa hàng bán máy ngon nha mọi người 😄",Positive,,Positive,,Positive,,,,,,
"ship ""chậm""",,,,,,,,,Negative,,
"Pin ảo, hiển thị không chính xác. Pin tụt đột ngột từ 30% xuống 0%. Hiệu năng kém khi mở nhiều ứng dụng. Pin sụt nhanh hơn cả tốc độ mạng. Đóng gói sơ sài, hộp móp méo",Negative,,Negative,,,Negative,,,,,
Phần mềm đi kèm các tính năng theo phiên bản tiêu chuẩn.,,,,,,,,,,Neutral,
"giao nhanh đóng gói cẩn thận, sẽ ủng hộ mua lại vào những lần tới. hình ảnh mang tính chất nhận xu",,,,,,Positive,,,Positive,,
Cửa hàng làm ăn nói chung là uy tín có vấn đề gì thì cửa hàng vẫn giải quyết cho nên mọi người cứ thoải mái mua,,,,,,,,,,Positive,
"Chất lượng sản phẩm: tốt 
Tính năng nổi bật: nhẹ 
Đúng với mô tả: đúng màu hồng đẹp, bánh bèo mới sử dụng được 2 ngày nên chưa test được pin ổn so với tầm giá mọi người nên mua nhé",Positive,,,,Positive,,,,,,
"Pin chai chỉ sau 4 tháng. Tuổi thọ pin quá thấp. Pin kém. Mới sử dụng vài tháng mà pin đã thấy tụt nhanh hơn hẳn, rõ ràng là pin dởm. Shipping thì chậm hơn dự kiến 1 ngày",Negative,,,,,,,,Negative,,
"Bảo hành rườm rà bảo hành dễ nhưng không gửi đi gửi lại, mất phí ship, chăm sóc khách hàng vô trách nhiệm",,,,,,,,Negative,Negative,,
"Màu sắc: bạc 
Phân loại: không hộp (mới 100%) mua xong cần cửa hàng hỗ trợ nhắn tin không thấy cửa hàng trả lời luôn, giờ không cài được gì hết , app cùng sử dụng thì tìm không thấy.",,,,,,,,Negative,,,
"Chất lượng sản phẩm: tốt 
Tính năng nổi bật: tốt 
Đúng với mô tả: đúng 😵‍💫😵‍💫, giá sale rẻ. Trước mắt thấy khá ổn…",,,,,,,Positive,,,,
Máy sử dụng mau nóng và nhanh hết pin,Negative,,,,,,,,,,
"Rác rưởi nói một đằng làm một nẻo shipper giao hàng trễ 1 tuần, đóng gói sơ sài bể màn hình,",,,,,,Negative,,,Negative,,
"Chất lượng sản phẩm: thiết kế tổng quan đơn giản; đóng gói đầy đủ, không cầu kỳ.",,,,,Neutral,Neutral,,,,,
Mới mua mà mở nguồn không được mở được thì sài được mấy phút thì tắt nguồn pin thì kém mới loay hoay một tí đã hết pin nói chung là quá tệ,Negative,,,,,,,,,,
"Tính năng nổi bật: mình săn sale nên áp mã vô giá rất tốt. Điện thoại sử dụng ổn nếu không chơi game nặng. 
Đúng với mô tả: sản phẩm đúng với mô tả. Lúc giao tới còn nguyên seal cho mình bóc luôn. Giao bởi nhân viên của fptshop có gọi điện hỏi giờ tiện để nhận hàng và chăm sóc khách hàng rất nhiệt tình.",,,,,,,Neutral,Positive,,,
"sản phẩm vừa đến tay, đang sử dụng.",,,,,,,,,,Neutral,
Dung lượng pin đúng như nhà sản xuất công bố.,Neutral,,,,,,,,,,
"Tính năng nổi bật: mượt 
Chất lượng sản phẩm: tốt 
Đúng với mô tả: đúng hàng tốt giống ảnh đẹp mọi người nên mua nha =)",,,,,,,,,,Positive,
Sản phẩm được đóng gói trong hộp giấy,,,,,,Neutral,,,,,
"Nhóm màu: xanh dương 
Dung lượng lưu trữ: 128gb đẹp",,,,,Positive,,,,,,
"Đúng với mô tả: đúng 
Chất lượng sản phẩm: nhìn thấy chắc chắn, tốt 
Tính năng nổi bật: ghi dữ liệu , nghe , gọi đóng gói cẩn thận, giao hàng nhanh, giao đúng sản phẩm cần mua, shiper nhiệt tình",,,,,,Positive,,,Positive,,
Hiệu năng yếu không chạy app mượt. Camera zoom rung lắc. Đóng gói bọt khí ít sản phẩm va đập.,,Negative,Negative,,,Negative,,,,,
Thiết bị được trang bị vi xử lý Snapdragon 778G.,,,Neutral,,,,,,,,
"Phân loại sản phẩm: điện thoại f9 sản phẩm chất lượng rất ổn, mẫu mã đẹp dễ cầm nắm bộ nhớ lớn thoải sức lưu trữ hình ảnh, pin trâu ram máy lớn trải nghiệm game không lo giật lag, giá cả phải chăng hợp túi tiền người lao động. Cửa hàng tư vẫn rất tốt có nhiều sản phẩm giá bình dân . Đánh giá 5 sao",Positive,,Positive,,Positive,,Positive,Positive,,,
điện thoại đẹp sử dụng mượt mà riêng màn hình hết sức đẹp,,,Positive,Positive,Positive,,,,,,
"Nhóm màu: đen tuổi thọ pin lâu dài, dung lượng lưu trữ rộng rãi 128gb,",Positive,,,,,,,,,,
"Giao hàng nhanh, cài đặt thì lâu, loằng ngoằng ở mục tài khoản ss mất nhiều thời gian",,,,,,,,,Positive,Negative,
"Khả năng lưu trữ: 128gb 
Nhóm màu: đen rất tuyệt, cửa hàng chăm sóc khách hàng tốt, ngay sau khi đặt cửa hàng gọi ngay và tb tình trạng hàng. Hàng đóng gói kỹ. Vì hàng giao chậm hơn dự kiến nên còn được cửa hàng giảm giá theo giá mới niêm yết. Mọi xử lý đều nhanh, cảm ơn vì đã giữ lời giảm giá. Hy vọng cửa hàng luôn giữ chữ tín như đã làm với tôi.",,,,,,Positive,Positive,Positive,Neutral,,
Đúng với mô tả: sai đặt màu tím lại giao màu xanh mong cửa hàng khắc phục tình trạng này,,,,,,,,,,Negative,
Giá cuối cùng phải thanh toán khớp với giá hiển thị trên trang đặt hàng.,,,,,,,Neutral,,,,
Màu máy: màu đen mới 99% cửa hàng ơi mình đã nhận được hàng rồi máy tốt chuẩn luôn nhé cửa hàng tư vấn nhiệt tình đúng mẫu máy mình cần đúng chính hãng luôn nha cửa hàng đóng gói cẩn thận giao hàng cũng rất là nhanh mình test một thời gian thì máy rất là tốt nói chung là tốt tất cả cửa hàng uy tín lần sau mình sẽ giới thiệu mọi người ủng hộ thêm cho cửa hàng nha tặng cửa hàng 5 sao nè,,,,,Positive,Positive,,Positive,,,
"Màu sắc: đen 
Phân loại: nguyên seal tính năng:đa dạng chất lượng: ổn chất liệu:nhựa ,... Điện thoại phù hợp với giá tiền , cửa hàng nhiệt tình, đóng gói tốt , giao hàng nhanh. Chất lượng thì để sử dụng thêm time mới biết được ( có kèm áp lưng + sạc )",,,,,Positive,Positive,Positive,Positive,Positive,,
Chất lượng loa ngoài rè khó nghe. Loa bị rè nhỏ tiếng. Camera góc rộng bị biến dạng ở rìa ảnh. Pin hao nhanh khi xem youtube. Chăm sóc khách hàng không hề hỗ trợ nhiệt tình. Đơn hàng bị gửi nhầm sang tỉnh khác,Negative,Negative,,,,,,Negative,Negative,,
"Sản phẩm: hàng lỗi hoặc bị hư hỏng điện thoại gì sạc từ chiều giờ không lên hình luôn,cửa hàng lua đao wa",Negative,,,,,,,,,,
"Chất lượng sản phẩm: chưa biết 
Đúng với mô tả: đang trãi nghiệm cần thêm thời gian.",,,,,,,,,,Neutral,
"Tính năng nổi bật: lock sim :)) 
Chất lượng sản phẩm: ổn tầm 90% 
Đúng với mô tả: đúng thề chứ đặt sốp con này t2 rồi trước là blackshark helo thấy ổn phết nay đặt tiếp cửa hàng làm thất vọng quá cửa hàng cho em con máy màn xước ác thật phần màn hình dưới loa xước thấy thương mà nghỉ lại thì máy cũ nên thôi vẫn 5☆ nha định vote 4☆ rồi đấy",,,,Negative,,,,,,Negative,
"Nhóm màu: black 
Dung lượng lưu trữ: 128gb tính năng:iphone quá ngon",,,,,,,,,,Positive,
"Nhóm màu: desert 
Dung lượng lưu trữ: 256gb bộ xử lý mạnh mẽ và nhanh chóng, nhiều tùy chọn màu sắc, tuổi thọ pin lâu dài, giao hàng nhanh chóng và hiệu quả, giao hàng nhanh chóng và hiệu quả, tuổi thọ pin lâu dài,",Positive,,Positive,,,,,,Positive,,
sử dụng thấy được không bít thời gian sẽ thế nào thôi mong sẽ bền bĩ như cách cửa hàng giới thiệu,,,,,,,,,,Neutral,
"mình đã dặn cửa hàng là check kỹ máy giúp mình vì mình đang cần máy và không thể hoàn hàng vì tk mình lỗi không rút được nhưng đến khi nhận thì màn đứng không lên,bật đi bật lại lên được 1 tí lại bị đứng, mấy nút âm thanh bên sườn cũng không sử dụng được,mang ra tiệm ng ta bảo không sửa được phải thay màn hơn cả tiền máy,biết là với giá 800k không đòi hỏi nhiều nhưng phải sử dụng được chứ???",,,,Negative,Negative,,Negative,,,,
máy ngon trong tầm giá màn hình đẹp,,,,Positive,,,Positive,,,,
"Tính năng nổi bật: đóng góp cẩn thận 
Đúng với mô tả: đúng như mô tả 
Chất lượng sản phẩm: tốt
Đúng như sản phẩm như mô tả.chất lượng đặc biệt là giao hàng nhanh",,,,,,Positive,,,Positive,,
Không chọc được sim nó bị kẹt hay sao í🥲,,,,,,,,,,Negative,
"đã test sơ, cảm thấy ổn định, sử dụng tốt. mua cái px thứ 2 ở cửa hàng. lần trước có đổi trả, hỗ trợ khách hàng tốt. lần này hy vọng không vấn đề gì.",,,,,,,,Positive,,,
"thật sự tuyệt vời! sản phẩm [tên sản phẩm] đã vượt xa mọi mong đợi của tôi. ngay từ lần đầu tiên sử dụng, tôi đã cảm nhận được sự khác biệt rõ rệt về chất lượng và hiệu suất. mọi tính năng đều hoạt động mượt mà, ổn định và cực kỳ hiệu quả, giúp tôi giải quyết công việc [hoặc vấn đề] một cách nhanh chóng và tiện lợi hơn rất nhiều. thiết kế sản phẩm cũng rất tinh tế và chắc chắn, tạo cảm giác bền bỉ và cao cấp. đây thực sự là một sản phẩm đáng đồng tiền bát gạo, và tôi sẽ không ngần ngại giới thiệu nó cho bạn bè và người thân.",,,Positive,,Positive,,Positive,,,,
sau 2 tuần sử dụng máy bị ấn không ăn không di chuyển sau 1 lúc sử dụng . lần đầu mua ở cửa hàng hơi thất vọng .,,,,,,,,,,Negative,
"Cửa hàng đóng gói chắc chắn, giao hàng nhanh, sản phẩm giống hình",,,,,,Positive,,,,,
"Đúng với mô tả: đúng 
Tính năng nổi bật: pin trâu 
Chất lượng sản phẩm: sử dụng dài mới biết sản phẩm tạm ổn với mức giá",Positive,,,,,,Positive,,,,
"đóng gói sơ sài, hộp móp, mất phụ kiện. sản phẩm ko đúng mô tả trên web. tính năng bảo mật (vân tay) nhận diện sai. camera trước mờ, pin yếu, ship trễ",Negative,Negative,,,,Negative,,,Negative,,
"Hiệu năng chậm đa nhiệm, camera trước nhòe nhoẹt. Dịch vụ khách hàng không gọi lại, pin hết 2 giờ 45 phút lướt mạng.",Negative,Negative,Negative,,,,,Negative,,,
Phần mềm đi kèm phiên bản theo đúng thông tin trên hộp,,,,,,,,,,Neutral,
"Dung lượng lưu trữ: 8 + 256 gb điện thoại giao hàng nhanh mẫu mã đẹp hy vọng sản phẩm bền giá cả phải chăng cửa hàng trả lời nhiệt tình thiết kế mỏng nhẹ, hoàn hảo cho người sử dụng hiện đại,",,,,,Positive,,Positive,Positive,Positive,,
màu máy: màu đen sản phẩm: samsung a10 3/32gb máy tốt lắm cửa hàng nhận máy về sài 10ngày nay đánh giá cho cửa hàng nè .máy mới chuẩn chính hãng sử dụng rất êm .xem fim nghe nhạc chuẩn .nói chung ổn giá cũng tốt .cửa hàng có sạc cáp ốp lưng tốt nha sẽ ủng hộ cửa hàng nè .....tặng cửa hàng 5*,,,Positive,,,,,,,Positive,
"Nhóm màu: gold 
Nhìn chung máy đẹp, dễ sử dụng. Còn độ bền thì phải cần có thời gian đánh giá",,,,,Positive,,,,,,
"Nhóm màu: pink 
Dung lượng lưu trữ: 128gb bóng bẩy và thanh lịch, giá trị tuyệt vời cho số tiền bỏ ra, hiệu suất mượt mà, màn hình sống động,",,,Positive,Positive,,,Positive,,,,
"500K. Sử dụng. Cỡ này ổn, giải trí xem phim pin tốt đấy, cửa hàng này đáng tin cậy sẽ ủng hộ tiếp. Trân trọng,...........!",Positive,,,,,,Positive,,,,
"Chất lượng sản phẩm: 5 sao 
Đúng với mô tả: đúng 
Tính năng nổi bật: đẹp là 1 lợi thế review luôn cho mọi người. 1. camera sau chụp ổn ban ngày. tối thì chưa thử vì không đam mê chụp lắm. 2. loa: nghe được. 3. cảm ứng: cái này xịn, hơi bất ngờ với giá 4 triệu 4. chơi game mượt. 5. pin so với quảng cáo 6000mah có vẻ hơi ảo, tuy nhiên chơi game mượt thì bù lại hao pin cũng có vẻ hợp lý. nên bật các chế độ tiết kiệm, bedtime buổi tối - nếu không để từ tối tới sáng để không mất 10% thì hơi 3 chấm.",Negative,Positive,Positive,,Positive,,Positive,,,Positive,
Săn sale mà vừa mua xong thì giảm thêm 300k thi thoảng giá sale cứ lên xuống thất thường khách không biết đâu là sale luôn hazzzzz,,,,,,,,,,Negative,
Nhóm màu: màu ngẫu nhiên sản phẩm: mình đã mua của cửa hàng lần thứ hai rồi giá cả hợp lý vừa túi tiền bỏ ra máy sử dụng rất là tốt chuẩn đúng chính hãng luôn nha cửa hàng tặng sạc cáp ốp lưng về mình chỉ lắp sim vào là sử dụng thôi với giá tiền thế này mà có được chiếc điện thoại,,,,,,,Positive,,,,
Tính năng nổi bật: sản phẩm đúng như mô tả tốt mỗi một điều không ưng là đơn vị vận chuyển hơi chậm,,,,,,,,,Negative,,
"Màu sắc: đen 
Phân loại: nguyên seal sài thấy tốt",,,,,,,,,,Positive,
"Tổng bộ nhớ chỉ có 32g và chủ cửa hàng đã quảng cáo sai sự thật rằng nó có bộ nhớ 128g. Đây là hàng giả sau khi tải xuống một vài trò chơi, bộ nhớ đã đầy.",,,,,,,,,,Negative,
"Shipping quá chậm. Giao trễ hơn 5 ngày. Không có, vận chuyển rất lâu. Đợi hàng muốn rụng rời, cửa hàng không có thông báo gì cả, chăm sóc khách hàng chỉ bảo đang cố gắng. Đóng hàng hộp móp méo",,,,,,Negative,,Negative,Negative,,
"Máy pin ảo nhanh hết pin nhưng thôi t cũng không cần trả lại hàng,cửa hàng không gửi sạc luôn,cái sạc đời tống đấy lại phải đi mua",Negative,,,,,,,,,,
hình thức ngoại hình đẹp. pin sử dụng tạm ổn thôi không được tốt.,Negative,,,,Positive,,,,,,
"Nhóm màu: natural 
Dung lượng lưu trữ: 256gb ⚡ 
Hiệu suất: mượt vượt trội hàng chính hãng",,,Positive,,,,,,,,
Chất liệu mặt lưng đúng như mô tả của hãng. Hộp sản phẩm khi nhận vẫn còn nguyên seal.,,,,,Neutral,Positive,,,,,
Màn hình có kích thước và độ phân giải như thông số đã công bố.,,,,Neutral,,,,,,,
"Hàng tốt, màu mới không bị đen, đã mua ở đây nhiều lần rồi nên yên tâm. Săn giá net còn 25tr7 xong vài tiếng sau còn 25tr5, đã chuyển khoản nên lười huỷ đơn, cho 1 sao tạm vì đổi giá vô lý không công bằng. Hàng ngon tốt không lỗi lầm gì cả, chỉ có 1 hạt bụi nhỏ ở cam không đáng kể, phải soi đèn flash kĩ mới thấy, lười trả hàng do cần sử dụng gấp nên thôi.",,Negative,,,,,Negative,,,,
"Đúng với mô tả: không đúng 
Chất lượng sản phẩm: sử dụng được ! 
Tính năng nổi bật: sạc vooc ! hàng tân trang chứ không phải mới, keo dán còn dính ở cạnh lưng và cụm cam, vỏ lưng đã thay mới.",,,,,Negative,,,,,,
Mình đã nhận được phản hồi từ shop cho các câu hỏi trước khi đặt hàng.,,,,,,,,Neutral,,,
"điện thoại tốt, mình mua tặng người yêu để cho anh chơi game, thấy bảo sử dụng tốt lắm ạ",,,,,,,,,,Positive,
Nhóm màu: màu xanh dương chất lượng tốt. Tặng cửa hàng 5 sao,,,,,,,,,,Positive,
"Chất lượng sản phẩm: máy nguyên seal sài tốt 
Đúng với mô tả: đúng với mô tả thực tế 
Tính năng nổi bật: nfc, camera, vân tay đáng tiền để mua, giao hàng hơi chậm một tí.",,Positive,,,,Positive,,,Negative,,
"Đúng mô tả,hàng nguyên hộp,sử dụng tốt,mọi người nên mua cho các cụ, sử dụng tốt trong tầm giá",,,,,,Positive,Positive,,,Positive,
"Tính năng nổi bật: tốt 
Đúng với mô tả: tốt 
Chất lượng sản phẩm: tốt
Hình ảnh mang tính chất minh hoạ và nhận xu thôi ạ !!!!!",,,,,,,,,,Positive,
