data,Battery,Camera,Performance,Display,Design,Packaging,Price,Shop_Service,Shipping,General,Others
điện_thoại chính hãng . gói bọc cẩn_thận . mua shopee nên hơi sợ nhưng mọi thứ đềi tốt . được áp mã giảm hơn 1tr so với mua bên ngoài,,,,,,Positive,Positive,,,,
"đã nhận hàng , giao hàng nhanh chống , sản_phẩm sử_dụng tốt , giao đúng hàng đặt",,,,,,,,,Positive,,
Color family : random color sản_phẩm : hàng đẹp lắm ạ . Mua được sale giá đã rẻ chất_lượng còn hời nữa chứ . Với giá_như này mình không nghĩ là mua được sản_phẩm như này đâu ạ . ☺️Cửa hàng dễ_thương tư_vấn nhiệt tìnhcửa hàng còn tặng quà kèm theo cute lắm ạ 殺giao hàng nhanh lắm luôn mới đặt 2 ngày đã có rồi ạanh giao hàng vui_tính lại đẹp_trai  sẽ ủng_hộ cửa_hàng dài_dài nhé,,,,,,,Positive,Positive,Positive,,
"Nhóm màu : pink Dung_lượng lưu_trữ : 128gb dung_lượng lưu_trữ đủ sử_dụng , lựa_chọn màu_sắc tuyệt_vời ! , giao hàng nhanh_chóng và an_toàn . ,",,,,,,,,,Positive,,
Sau 1 tuần sử_dụng pin báo không chuẩn pin còn hơn 20% đã sập nguồn rồi mới cắm sạc pin đã lên gần 30% ảo vãi còn lại chưa thấy vẫn đề gì ...,Negative,,,,,,,,,,
"Gps và định_vị sai , dẫn đường lệch . Khác với mô_tả định_vị chính_xác . Tính_năng bản_đồ lag . Pin hao nhanh khi bật gps , hiệu_năng xử_lý bản_đồ yếu",Negative,,Negative,,,,,,,Negative,
"Điện_thoại đẹp , tốt . Có voucher giá tạm ổn , có quà tặng của cửa_hàng",,,,,Positive,,Positive,,,,
Bảo_hành 12 tháng chính hãng nhưng cửa_hàng bảo_hành thêm 6 tháng nữa quá tuyệt_vời .,,,,,,,,Positive,,,
"hàng lỗi không đúng màu không nhận sim , wifi yếu_nhân_viên giao hàng thái_độ cực_kỳ tệ , ném hàng qua hàng_rào . gọi điện phàn_nàn thì không được giải_quyết",,,,,,,,,Negative,Negative,
Pin nhanh hết pin,Negative,,,,,,,,,,
"tôi rất ưng_ý , hàng ngon - bổ - rẻ !",,,,,,,Positive,,,,
Mình mới mua mới sử_dụng được 2 hôm nên thấy vẫn chưa lỗi gì ngoại_trừ lúc giảm âm_lượng bằng menu điều_khiển thì nó giảm về 0 luôn . Màu siêu đẹp nha,,,,Positive,,,,,,Negative,
"Máy sài được 2 tuần lỗi , pin nóng nhanh tuột pin , sài tức anh_ách nhưng quá 15 ngày không trả được , cửa_hàng bán hàng kém chất_lượng",Negative,,,,,,,,,,
"cảm_biến vân tay như để cho có tạm chấp_nhận mở khoá cực chậm . quảng_cáo mở khoá 0 . 5s các kiểu , thực_tế thì mình phải đặt tay vào 4-5 lần , thử đủ mọi góc nó mới nhận . nhiều lúc vội mà cứ loay_hoay mãi không mở được máy . quá bực_mình .",,,,,,,,,,Negative,
Nhóm màu : đen đã nhận được hàng . Cửa_hàng giao hàng nhanh . Shipper thân_thiện . Nên mua nhé cả nhà,,,,,,,,,Positive,,
"pin phồng nhẹ sau vài tuần dùng , lo an_toàn . tuổi_thọ pin không như cam_kết . thủ_tục bảo_hành mất thời_gian",Negative,,,,,,,Negative,,,
"Điện_thoại dễ_thương , sử_dụng ổn không biết bền không , nhưng mượt nha ...",,,Positive,,Positive,,,,,,
Ok máy đẹp nguyên seal,,,,,Positive,Positive,,,,,
Nhóm màu : pink Dung_lượng lưu_trữ : 128gb điện_thoại rất ưng nha cho phụ_huynh khoái lắm nha mọi người,,,,,,,,,,Positive,
"Chất_lượng sản_phẩm : tốt Đúng với mô_tả : đúng với mô_tả sản_phẩm mẫu_mã đẹp , nhỏ nhìn vui vui , đa_dạng tính_năng đúng với mô_tả của cửa_hàng , sản_phẩm tốt lắm , đóng_gói cẩn_thận .",,,,,Positive,Positive,,,,,
"Nhận được sản_phẩm của cửa_hàng giao rồi máy đẹp và tốt hơn mình nghĩ máy thiết_kế đẹp cầm vừa tay , mọi chức_năng của máy mình đã kiểm_tra hoạt_động bình_thường . Thích nhất là khoảng chụp ảnh nét và chơi game rất mượt_mà . Xem youtube cũng rất ưng_ý . Điểm 10 cho cửa_hàng luôn . Chúc cửa_hàng làm_ăn luôn phát_đạt",,Positive,Positive,,,,,,Positive,,
Nhóm màu : desert Dung_lượng lưu_trữ : 256gb  Thời_lượng pin : tốt  Chất_lượng camera : tốt ⚡ Hiệu_suất : tốt hàng chính hãng nên tốt nha giao rất nhanh cửa_hàng phục_vụ nhiệt_tình shiper chuyên_nghiệp tốt nha hình_ảnh chỉ mang tính minh_hoạ,,Positive,Positive,,,,,,Positive,,
"Sản_phẩm không_thể sử_dụng được , liên_hệ đổi cửa_hàng thái_độ , mọi người không nên mua nhé .",,,,,,,,,,Negative,
"Tính_năng nổi_bật : tốt Đúng với mô_tả : tốt Chất_lượng sản_phẩm : tốt Trải_nghiệm gần 1 tháng quay lại đánh_giá , máy ổn màn_hình đẹp ngoại_hình tầm_cỡ 93% vài vết xước dăm không đáng_kể . nghe nhạc chơi game mượt pin hơi hẹo on screen tầm 3-4 h còn lại tốt !",Negative,,Positive,Positive,Positive,,,,,Positive,
Cửa_hàng uy_tín giao hàng nhanh giá hợp_lý với mọi nhà .. sẽ ủng_hộ cửa_hàng thêm vài cái nữa ................,,,,,,,Positive,Positive,,,
Máy_ảnh có nhiều chế_độ chụp . Mình chưa dùng thử hết các chế_độ này .,,Neutral,,,,,,,,,
"Chất_lượng sản_phẩm : lỗi vặt Đúng với mô_tả : sai_lệch Tính_năng nổi_bật : bluetooth không ổn_định kết_nối bluetooth hay mất , hàng giao bị trầy_xước , cửa_hàng đổ lỗi cho vận_chuyển",,,,,Negative,,,Negative,,Negative,
"Màu_sắc : màu xanh Phân_loại : likenew 99% cảm_ơn cửa_hàng đã giao hàng rất nhanh . chủ cửa_hàng rất nhiệt_tình , con máy s23 ultra này thực_sự ngon hơn cả mong_đợi",,,,,,,,Positive,Positive,,
Nhóm màu : đen hàng tốt uy_tín cảm_ơn cửa_hàng sẽ ủng_hộ lần sau,,,,,,,,,,Positive,
"Đúng với mô_tả : tốt Tính_năng nổi_bật : tốt Chất_lượng sản_phẩm : tốt “ điện_thoại sử_dụng ổn , cấu_hình đáp_ứng nhu_cầu cơ_bản . màn_hình rõ nét , pin ổn , hiệu_năng mượt trong tầm giá . phù_hợp cho sử_dụng hằng ngày . ”",Positive,,Positive,Positive,,,Positive,,,,
không uy_tín,,,,,,,,,,Negative,
giá_cả hợp túi_tiền mà máy sử_dụng cũng rất tốt . sẽ quay lại ủng_hộ cửa_hàng,,,,,,,Positive,,,,
"đầy_đủ phụ_kiện , hiệu_suất quá ngon trong tầm giá , mỗi cái lấn_cấn là pin hao hơi nhanh",Negative,,Positive,,,,Positive,,,,
Màu_sắc : đen Phân_loại : nguyên seal ngon vãi chưởng . Lên được android 13 miui 14 luôn mới ghê chứ . Hết_hồn con chồn luôn . Cửa_hàng giao hàng nhanh.phản hồi cũng nhanh.làm ăn rất uy_tín . Mọi người nên mua . 10 sao cho cửa_hàng,,,,,,,,Positive,Positive,Positive,
"chất_lượng : hành y_như hình quảng_cáo , dễ sử_dụng , giao hàng nhanh_chóng . ",,,,,,,,,Positive,,
"Điện_thoại rởm , mọi người không nên mua uổng tiền , nhắn_tin cửa_hàng không thèm trả_lời . Tránh xa chỗ này ra không mất tiền .",,,,,,,,Negative,,,
"Color family : random color sản_phẩm : đã , nhận , mua đúng cửa_hàng uy_tín , nhận được con hàng mình đặt sử_dụng rất tốt.giao hàng cũng nhanh_chóng và đóng_gói hàng cũng đẹp , 5 sao .",,,,,,Positive,,,Positive,,
Tính_năng nổi_bật : bin trâu Đúng với mô_tả : đúng Chất_lượng sản_phẩm : tốt Hàng đẹp giá rẻ đẹp chất_lượng tốt đã mua rất nhiều lần có nhu_cầu sẽ mua ủng_hộ tiếp,Positive,,,,Positive,,Positive,,,,
Màu_sắc : bạc Phân_loại : nguyên seal xịn lắm nha nên mua,,,,,,,,,,Positive,
"giao hàng nhanh , đóng_gói kĩ , điện_thoại redmi note 14 màu đen đẹp , sử_dụng mượt , sử_dụng tốt các tác_vụ cơ_bản .",,,Positive,,Positive,Positive,,,Positive,,
"Điện_thoại pin trâu , màn_hình đẹp trong tầm giá , cấu_hình chơi được vài game nhẹ thôi",Positive,,,Positive,,,,,,,
Camera chụp ảnh trong điều_kiện_đủ sáng cho chất_lượng ở mức chấp_nhận được .,,Neutral,,,,,,,,,
"Giao hàng nhanh , đóng_gói cẩn_thận , sẽ ủng_hộ lần sau nữa nhé ạ skxn",,,,,,Positive,,,Positive,,
Về pin thì cần thêm thời_gian sử_dụng mới có_thể đưa ra đánh_giá cụ_thể .,Neutral,,,,,,,,,,
"Hàng đẹp , đang sử_dụng , … Chất_lượng chưa biết , … … … … … … .",,,,,Positive,,,,,,
"Giá tiền hơi chát so với phân khúc , mình không hài_lòng với cái giá phải trả .",,,,,,,Negative,,,,
"Quá tốt , xài rất mượt , đang test lâu_dài , khá là ưng_ý ngay vừa cầm",,,Positive,,,,,,,,
Pin và hiệu_năng đúng theo thông_số kỹ_thuật được công_bố .,Neutral,,Neutral,,,,,,,,
"Cửa_hàng giao hàng nhanh , tư_vấn nhiệt_tình , zá rẻ fullbox , hợp_lý",,,,,,,Positive,Positive,Positive,,
Giá cao mà kiểu_dáng nhìn rẻ_tiền không xứng với số tiền bỏ ra,,,,,Negative,,Negative,,,,
"Theo_dõi đơn hàng báo sai , giao trễ so với cam_kết . Khác với mô_tả giao nhanh . Tính_năng tracking lỗi trên web . Chờ hàng lâu , chăm_sóc khách_hàng trả_lời chậm",,,,,,,,Negative,Negative,,
"Điện_thoại đã thay màn , ép kính , hàng đểu , giá đắt hơn điện_thoại trên cho tốt",,,,,Negative,,Negative,,,,
"Nhóm màu : pink Dung_lượng lưu_trữ : 128gb giá_trị tuyệt_vời cho số tiền bỏ ra , giá_trị tuyệt_vời cho số tiền bỏ ra , giá_trị tuyệt_vời cho số tiền bỏ ra ,",,,,,,,Positive,,,,
Phiên_bản hệ_điều_hành là Android 13,,,,,,,,,,Neutral,
"Đã nhận hàng , giao hàng khá nhanh . Mình sẽ kiểm_tra và nếu có vấn_đề gì mình sẽ báo cửa_hàng . cửa_hàng phản_hồi nhanh",,,,,,,,Positive,Positive,,
"Sản_phẩm đúng mô tả.chất lượng sản_phẩm sử_dụng rất mượt , pin tuyệt_vời trâu_bò , máy chạy không nóng , cảm_ơn cửa_hàng bán hàng đúng số tiền bỏ ra .",Positive,,Positive,,,,Positive,,,,
"Lag , bị văng khi bấm vào ứng_dụng luôn bị tắt nguồn không cần trả hàng nữa ",,,Negative,,,,,,,,
"đầy_đủ chắc năng , mình tải thêm nhiều ứng_dụng . full phụ_kiện sạc ốp cường_lực không thiếu . tối_đa sử_dụng được tầm 1h50p gì đó sạc chắc mất 45p sẽ đầy pin .",Neutral,,,,,,,,,,
Gửi hàng nhanh.đúng mẫu mã.hàng chính hãng.đã đăng_ký bảo_hành giá rẻ cho một chiếc điện_thoại Xiaomi tầm trung nhiều ưu_điểm tặng sóp năm sao,,,,,,Positive,,Positive,,,
"Hộp đầy_đủ phụ_kiện , bao_gồm cục sạc nhanh 66w Máy thiết_kế đẹp , màn cong Magicos trải_nghiệm mình thấy rất mượt . Pin trâu , bảo_hành 24h nên yên_tâm . Chip thì hơi tụt_hậu , phải_chi chip 7 thôi cũng ngon nhiều . Dòng X9b bị sọc màn nhiều hy_vọng bản này khắc_phục được . Máy được chạy sẵn MagicOS 8.0 , phải chờ cập_nhật 9.0",Positive,,,Neutral,Positive,,,Positive,,,
"Kém chất_lượng sai kém chăm_sóc kh vô_dụng . Đóng_gói hỏng_hóc . ,",,,,,,Negative,,Negative,,,
Đúng với mô_tả : tốt Chất_lượng sản_phẩm : ngon trong tầm giá Tính_năng nổi_bật : tốt,,,,,,,Positive,,,,
"Màu_sắc : màu ngẫu_nhiên sản_phẩm : điện_thoại hài_lòng , mua tặng cho phụ_huynh , thấy người_nhà sử_dụng bảo sử_dụng tốt và dễ sử_dụng , khen quá_trời nên vào đánh_giá cho cửa_hàng 5 sao .",,,,,,,,,,Positive,
"Hàng chính hãng samsung , bảo_hành đầy_đủ theo SN Sản_phẩm giao hàng rất nhanh Giá ưu_đãi tốt Chất_lượng sẽ test thêm",,,,,,,Positive,Positive,Positive,,
Chất_lượng sản_phẩm : kém Đúng với mô_tả : kém Tính_năng nổi_bật : chỉ mở lên được hàng cũ đến mức không có cả ch play thì dùg được cái gì sản_phẩm : sản_phẩm chất_lượng kém không tải được gì hết thì sử_dụng với mục_đích gì . yêu_cầu cho toy 1 lời giải_thích,,,,,,,,,,Negative,
"Color family : color random sản_phẩm : không có gì để chê , tặng cửa_hàng 5 sao . Tốt nha đúng tiêu_chí ngon , bổ mà_còn rẻ nữa .. Mua máy này quá xứng_đáng đồng_tiền_bát_gạo luôn",,,,,,,Positive,,,,
Đúng với mô_tả : đúng Tính_năng nổi_bật : oke Chất_lượng sản_phẩm : đẹp điện_thoại đẹp nhìn chắc_chắn ứng_dụng mượt trong tầm giá rất hài_lòng,,,,,Positive,,,,,Positive,
Chính_sách bảo_hành được ghi trong một tờ giấy đi kèm sản_phẩm .,,,,,,,,Neutral,,,
Tính_năng nổi_bật : không Chất_lượng sản_phẩm : kém Đúng với mô_tả : không đúng không đúng sản_phẩm mua a92 giao a82 nhắn_tin thì không trả_lời mất uy_tín,,,,,,,,Negative,,,
"Dung_lượng lưu_trữ : 128gb Nhóm màu : trắng băng_tuyết Phân_loại sản_phẩm : 8gb giao hàng quá nhanh quá nguy_hiểm , điện_thoại mỏng nhẹ đẹp , còn được trả_góp quá tuyệt_vời",,,,,Positive,,,,Positive,,
"Săn được mã giảm_giá tốt . Sử_dụng được thời_gian về độ bền mong như quảng_cáo , pin cảm_giác tụt hơi nhanh .",Negative,,,,,,Positive,,,,
"Đã nhận hàng , máy đẹp",,,,,Positive,,,,,,
"đóng_gói hàng cận thận , lần đầu mới mua mà mở_hàng thấy ưng quá_trời luôn , lướt mượt_mà , phụ_kiện dây sạc ốp lưng đều có , điện_thoại mới_tinh .. sử_dụng vài ngày sẽ bt chất_lượng thế_nào ...",,,Positive,,Positive,Positive,,,,,
Màu_sắc : bạc Phân_loại : nguyên seal thiếu củ sạc không nói nhưng máy có dấu_hiệu đã mở lên che lại qua_loa,,,,,,Negative,,,,Negative,
"sản_phẩm mua giùm lên không biết thế_nào , mong sản_phẩm đúng như cửa_hàng mô_tả",,,,,,,,,,Neutral,
Điện_thoại bị vạch đen ở màn_hình,,,,Negative,,,,,,,
"Máy mới mà khá yếu , cảm_giác lag vcl ấy , nghe review cũng tốt mà sử_dụng thấy chán , vô liên_quân setting bình_thường mà nó cũng lag",,,Negative,,,,,,,,
Giao hàng cho khách mà máy không còn tý pin nào.chắc là hàng tân_trang của xiaomi,Negative,,,,,,,,,,
Đúng với mô_tả : đúng Chất_lượng sản_phẩm : tốt có_điều mới chơi một_chút mà nó nóng quá điện_thoại rồi nên mua thiết_bị tản nhiệt nếu có_thể nhe Tính_năng nổi_bật : chơi game mượt hàng mới còn nguyên_vẹn thiết_kế để đặc_biệt là chơi game rất mượt nhe cửa_hàng thì quy tín ai có nhu_cầu có_thể thử,,,Positive,,Positive,,,,,,
Nhóm màu : xanh lá nhạt Dung_lượng lưu_trữ : 6 gb / 128 gb sản_phẩm tốt,,,,,,,,,,Positive,
Sản_phẩm : sản_phẩm không như mô_tả mua hai cây cửa_hàng giao có một cây nhờ người nhận hộ nên không kiểm_tra hàng kỹ chán sui sẻ.o khi gặp phải quán làm_ăn không có trách_nhiệm mọi người nên cân_nhắc khi mua,,,,,,,,,,,Neutral
chất_lượng chỉ ổn so với giá bán thôi còn thông_số của máy mình thì ảo nha . mình sử_dụng devcheck kiểm_tra thì thông_số thực_tế chỉ còn 4/64 thôi,,,,,,,Positive,,,Negative,
"Camera tối tạm được chụp đêm như mù . Chụp ảnh ban_ngày còn tạm chứ tối thì nhiễu hạt , bệt màu , không thấy gì hết .",,Negative,,,,,,,,,
cửa_hàng uy_tín giao hàng đúng mẫu đống gói kỉ càng 10đ,,,,,,Positive,,,Positive,,
"Thời_gian giao hàng nhanh , chất_lượng sản_phẩm tốt , cửa_hàng phản_hồi nhanh và đầy_đủ thông_tin . Hàng mới 100% , bảo_hành hãng nên yên_tâm . Điện_thoại nhẹ , sạc siêu nhanh . Cài_đặt vừa_phải thì máy không quá nóng . Mình đổi từ Poco X3 Pro qua , thấy một sự thay_đổi đáng_kể . Săn sale và trả_góp 0% qua thẻ_tín_dụng nên rất ok , ngon bổ rẻ để cập_nhật công_nghệ theo thời_giá .",,,,,Positive,,Positive,Positive,Positive,,
"Săn sale nên được giá rất tốt , mỗi_tội cửa_hàng giao hàng hơi lâu nhưng vẫn sớm hơn ngày dự_kiến nhận hàng á . Máy mượt , dùng ổn nha . Sẽ ủng_hộ cửa_hàng tiếp",,,Positive,,,,Positive,,Positive,,
"Trước khi mua mình nghĩ sẽ hợp_lý nhưng khi xem giá thì thấy quá mắc , mình hơi hụt_hẫng .",,,,,,,Negative,,,,
Đóng_gói sản_phẩm chắc_chắn . Giao hnagf nhanh . sản_phẩm nhận được nguyên_vẹn . Sử_dụng máy mượt . Có lúc có độ trễ thông_báo chút nhưng không đáng_kể . Cam zoom to rõ nét nhưng chụp lại thì nhìn không được thật hơi kì,,Positive,Positive,,,Positive,,,Positive,,
